"time","speaker","line"
"38min45sec","Trump","He has almost nothing. Oh, really, who do you have name one group that supports you name one group that came out and supported you. Go ahead. Think we have time."
"38min54sec","Biden","We don’t have time to do anything."
"38min55sec","Trump","No, no think right now. Name one law enforcement group that came out in support of you."
"39min00sec","Wallace","Now, gentleman. I think I’m going to tell I’m going to take back the bottom line."
"39min03sec","Trump","There aren’t any."
"39min04sec","Wallace","And I want to get to another subject, which is the issue of protests in many cities that have turned violent in Portland, Oregon, especially we had more than a 100 straight days of protests, which I think you would agree, you talk about peaceful protests. Many of those turned into riots. Mr. Vice-president you say that people who commit crimes should be held accountable. The question I have though is as the democratic nominee, and earlier tonight, you said that you are the Democratic Party right now, have you ever called the Democratic Mayor of Portland or the Democratic Governor of Oregon and said, “Hey, you got to stop this, bring in the National Guard, do whatever it takes, but you’d stop the days and months of violence in Portland.”"
"39min50sec","Biden","I don’t hold public office. Now I am a former vice president. I’ve made it clear. I’ve made it clear in my public statements that the violence should be prosecuted. It should be prosecuted and anyone who committed it should be prosecuted."
"40min02sec","Wallace","But you’ve never called for the people…"
"40min02sec","Trump","He’s never done that."
"40min15sec","Biden","They can in fact take care of it if he just stay out of the way."
"40min19sec","Trump","Oh really? I sent in the US Marshalls to get the killer of a young man in the middle of the street and they shot him for three days Portland didn’t do anything. I sent in the US Marshals they took care of business."
"40min33sec","Wallace","Go ahead sir."
"40min34sec","Biden","And by the way his own former spokesperson said, “Riots and chaos and violence help he cause.” That’s what this is all about."
"40min43sec","Trump","I don’t know who said that."
"40min44sec","Biden","I do."
"40min45sec","Trump","Who?"
"40min46sec","Biden","I think Kellyanne Conway."
"40min48sec","Trump","I don’t think she said that."
"40min48sec","Biden","She said that."
"40min49sec","Trump","Vice President Joe Biden: (40:50)"
"40min50sec","Biden","Here’s the point, the point is that that’s why he keeps trying to rile everything up. He doesn’t want to calm things down instead of going in and talking to people and saying, “Let’s get everybody together. Figure out how to deal with this.” What’s he do? He just pours gasoline in the fire constantly and every single solitary time."
"41min10sec","Wallace","Okay. And to end this, button up this segment I’m going to give you a minute to answer, sir. You have repeatedly criticized…"
"41min16sec","Trump","Does it mean I have to answer his stuff."
"41min17sec","Wallace","You have repeatedly…"
"41min18sec","Trump","Wait a second, you have made a statement."
"41min19sec","Wallace","You’ve been talking back and forth. I’m asking you."
"41min22sec","Trump","I would love to end it."
"41min24sec","Wallace","You know sir if you want to switch seats we could very quickly can do that."
"41min28sec","Trump","I’ll send in the National Guard, it would be over. That’d be no problem. But I don’t want to accept the National Guard."
"41min33sec","Wallace","You have repeatedly criticized the vice president for not specifically calling out Antifa and other left wing extremist groups. But are you willing tonight to condemn white supremacists and militia group and to say that they need to stand down and not add to the violence in a number of these cities as we saw in Kenosha and as we’ve seen in Portland."
"41min57sec","Trump","Sure, I’m will to do that."
"41min59sec","Wallace","Are you prepared specifically to do it."
"42min00sec","Trump","I would say almost everything I see is from the left wing not from the right wing."
"42min04sec","Wallace","But what are you saying?"
"42min06sec","Trump","I’m willing to do anything. I want to see peace."
"42min08sec","Wallace","Well, do it, sir."
"42min09sec","Biden","Say it, do it say it."
"42min10sec","Trump","What do you want to call them? Give me a name, give me a name, go ahead who do you want me to condemn."
"42min14sec","Wallace","White supremacist and right-wing militia."
"42min18sec","Trump","Proud Boys, stand back and stand by. But I’ll tell you what somebody’s got to do something about Antifa and the left because this is not a right wing problem this is a left wing."
"42min28sec","Biden","He’s own FBI Director said unlike white supremacist, Antifa is an idea not an organization-"
"42min35sec","Trump","Oh you got to be kidding me."
"42min36sec","Biden","… not a militia. That’s what his FBI Director said."
"42min41sec","Trump","Well, then you know what, he’s wrong."
"42min42sec","Wallace","We’re done, sir. Moving onto the next… [crosstalk 00:42:46]"
"42min46sec","Trump","Antifa is bad."
"42min47sec","Biden","Every body in your administration tells you the true, it’s a bad idea. You have no idea about anything."
"42min53sec","Trump","You know what, Antifa is a dangerous radical group."
"42min56sec","Wallace","All right, gentlemen we’re now moving onto the Trump-Biden record."
"42min58sec","Trump","And you ought to be careful of them, they’ll over throw you."
"43min00sec","Wallace","I’m going to ask a question. When the president seeks a second term, it is generally a referendum on his record but vice president Biden, you’d like to quote one of your dad’s sayings, which is don’t compare me to the almighty, compare me to the alternative. And in this case sir you are the alternative. Looking at both of your records, I’m going to ask each of you. Why should voters elect you president over your opponent in this segment, President Trump you’ll go first, two minutes."
"43min30sec","Trump","Because there is never been an administration or president who has done more than I’ve done in a period of three and a half years. And that’s despite the impeachment hoax and you so what happened today with Hillary Clinton, where it was a whole big con job. But despite going through all of these things where I had a fight, both flanks and behind me and above there has never been an administration that’s done what I’ve done. The greatest, before COVID came in the greatest economy in history, lowest unemployment numbers, everything was good. Everything was going."
"44min03sec","Trump","And by the way, there was unity going to happen. People were calling me for the first time in years, they were calling and they were saying it’s time maybe and then what happened? We got hit. But now we’re building it back up again. A rebuilding of the military, including Space Force and all of the other things. A fixing of the VA which was a mess under him, 308,000 people died because they didn’t have proper health care. It was a mess. And we now got a 91% approval rating at the VA, our vets. We take care of our vets. But we’ve rebuilt our military. And I’ll tell you something, some people say maybe the most important by the end of the first term I’ll have approximately 300 Federal judges and Court of Appeals judges, 300 and hopefully three great Supreme Court judges, justices that is a record the likes of which very few people and one of the reasons I’ll have so many judges because President Obama and him left me 128 judges to fill."
"45min05sec","Trump","When you leave office, you don’t leave any judges. That’s like, you just don’t do that. They left 128 openings and if I were a member of his party, because they have a little different philosophy, I’d say, if you left us 128 openings you can’t be a good president. You can’t be a good vice president but I want to thank you because it gives us almost, it’ll probably be above that number. By the end of this term, 300 judges. It’s a record."
"45min34sec","Wallace","Looking at both of your records. Why should voters elect you President as opposed to president Trump, you have two minutes uninterrupted."
"45min42sec","Biden","Under this president, we become weaker, sicker, poor, more divided and more violent. When I was vice president, we inherited a recession. I was asked to fix it. I did. We left him a booming economy and he caused the recession. With regard to being weaker, the fact is that I’ve gone head to head with Putin and made it clear to him we’re not going to take any of his stuff. He’s Putin’s puppy. He still refuses to even say anything to Putin about the bounty on the heads of American soldiers."
"46min14sec","Trump","You son got three and a half million dollars."
"46min17sec","Biden","By the way, my son…"
"46min19sec","Wallace","Wait a minute. Mr. President, your campaign agreed to both sides would get two minute answers, uninterrupted. Well, you’re a side agreed to it and why don’t you observe what your campaign agreed to as a ground rule. Okay, sir?"
"46min33sec","Biden","He never keeps his word."
"46min34sec","Wallace","No, that was a rhetorical question."
"46min37sec","Biden","Can you get back 30 seconds?"
"46min39sec","Wallace","Yes. You may have, go ahead."
"46min42sec","Biden","So thirdly, we’re poor. The billionaires have gotten much more wealthy by a tune of over $3- $400 billion more just since COVID. You in the home, you got less you’re in more trouble than you were before. In terms of being more violent. When we were in office there were 15% less violence in America than there is today. He’s President United States. It’s on his watch. And with regard to more divided the nation, it can’t stay divided. We can’t be this way. And speaking of my son, the way you talk about the military, the way you talk about them being losers and being and just being suckers. My son was in Iraq. He spent a year there. He got the Brown Star. He got the Conspicuous Service Medal. He was not a loser. He was a Patriot and the people left behind there were heroes."
"47min39sec","Trump","Really?"
"47min39sec","Biden","And I resent-"
"47min40sec","Trump","Are you talking Hunter, are you talking about Hunter."
"47min42sec","Biden","I’m talking about my son, Beau Biden, you’re talking about Hunter?"
"47min44sec","Trump","I don’t know Beau. I know Hunter. Hunter got thrown out of the military. He was thrown out dishonorably discharged."
"47min51sec","Biden","That’s not true he was not dishonorably discharged."
"47min53sec","Trump","For cocaine use. And he didn’t have a job until you became vice president."
"47min56sec","Biden","President Donald J. Trump: (47:56)"
"47min56sec","Trump","Once you became vice president he made a fortune in Ukraine, in China, in Moscow and various other places."
"48min01sec","Biden","President Donald J. Trump: (48:04)"
"48min04sec","Trump","He made a fortune and he didn’t have a job."
"48min07sec","Biden","My son like a lot of people at home had a drug problem. He’s overtaking it. He’s fixed it. He’s worked on it. And I’m proud of him, I’m proud of my son."
"48min17sec","Trump","But why was he given tens of millions of dollars?"
"48min19sec","Biden","He wasn’t given tens of millions of dollars. [crosstalk 00:48:23] It was all discredited."
"48min27sec","Wallace","We’ve already been through this. I think the American people would rather hear about more substantial subjects. Well, as the moderator, sir, I’m going to make a judgment call here."
"48min35sec","Trump","I know but when somebody gets three and a half million dollars from the Mayor of Moscow."
"48min39sec","Biden","That is not true. That report is totally discredited."
"48min43sec","Trump","Why did he get it?"
"48min45sec","Biden","Mitt Romney on that committee said it wasn’t worth taxpayer’s money. That report was written for political reason."
"48min50sec","Wallace","I’d like to talk about climate change."
"48min52sec","Biden","So would I."
"48min53sec","Wallace","Okay. The forest fires in the West are raging now. They have burned millions of acres. They have displaced hundreds of thousands of people. When state officials there blamed the fires on climate change. Mr. President, you said, I don’t think the science knows. Over your four years, you have pulled the US out of the Paris Climate Accord. You have rolled back a number of Obama Environmental records, what do you believe about the science of climate change and what will you do in the next four years to confront it?"
"49min27sec","Trump","I want crystal clean water and air. I want beautiful clean air. We have now the lowest carbon… If you look at our numbers right now, we are doing phenomenally. But I haven’t destroyed our businesses. Our businesses aren’t put out of commission. If you look at the Paris Accord, it was a disaster from our standpoint. And people are actually very happy about what’s going on because our businesses are doing well. As far as the fires are concerned, you need forest management. In addition to everything else, the forest floors are loaded up with trees, dead trees that are years old and they’re like tinder and leaves and everything else. You drop a cigarette in there the whole forest burns down. You’ve got to have forest management."
"50min09sec","Wallace","What do you believe about the science of climate change, sir?"
"50min13sec","Trump","I believe that we have to do everything we can to have immaculate air immaculate water and do whatever else we can that’s good. We’re planting a billion trees, the Billion Tree Project and it’s very exciting for a lot of people."
"50min25sec","Wallace","You believe that human pollution, gas, greenhouse gas emissions contributes to the global warming of this planet."
"50min32sec","Trump","I think a lot of things do, but I think to an extent, yes. I think to an extent, yes, but I also think we have to do better management of our forest. Every year I get the call. California’s burning, California’s burning. If that was cleaned, if that were, if you had forest management, good forest management, you wouldn’t be getting those calls. In Europe, they live they’re forest cities. They call forest cities. They maintain their forest. They manage their forest. I was with the head of a major country, it’s a forest city. He said, “Sir, we have trees that are far more, they ignite much easier than California. There shouldn’t be that problem.” I spoke with the Governor about it. I’m getting along very well with the governor. But I said, “At some point you can’t every year have hundreds of thousands of acres of land just burned to the ground.” That’s burning down because of a lack of management."
"51min25sec","Wallace","But sir if you believe in the science of climate change, why have you rolled back the Obama Clean Power Plan which limited carbon emissions and power plants? Why have you relaxed…?"
"51min35sec","Trump","Because it was driving energy prices through the sky."
"51min38sec","Biden","Why have you relaxed fuel economy standards that are going to create more pollution from cars and trucks?"
"51min44sec","Trump","Well, not really because what’s happening is the car is much less expensive and it’s a much safer car and you talk it about a tiny difference. And then what would happen because of the cost of the car you would have at least double and triple the number of cars purchased. We have the old slugs out there that are 10, 12 years old. If you did that, the car would be safer. It would be much cheaper by $3,500."
"52min06sec","Wallace","But in the case of California they have simply ignored that."
"52min08sec","Trump","No, but you would take a lot of cars off the market because people would be able to afford a car. Now, by the way, we’re going to see how that turns out. But a lot of people agree with me, many people. The car has gotten so expensive because they have computers all over the place for an extra little bit of gasoline. And I’m okay with electric cars too. I think I’m all for electric cars. I’ve given big incentives for electric cars but what they’ve done in California is just crazy."
"52min34sec","Wallace","All right, Vice president Biden. I’d like you to respond to the president’s climate change record but I also want to ask you about a concern. You propose $2 trillion in green jobs. You talk about new limits, not abolishing, but new limits on fracking. Ending the use of fossil fuels to generate electricity by 2035 and zero none admission of greenhouse gases by 2050. The president says a lot of these things would tank the economy and cost millions of jobs."
"53min03sec","Biden","He’s absolutely wrong, number one. Number two, if in fact, during our administration in the recovery act, I was in charge able to bring down the cost of renewable energy to cheaper than are as cheap as coal and gas and oil. Nobody’s going to build another coal fired plant in America. No one’s going to build another oil fire plant in America. They’re going to move to renewable energy. Number one, number two, we’re going to make sure that we are able to take the federal fleet and turn it into a fleet that’s run on their electric vehicles. Making sure that we can do that, we’re going to put 500,000 charging stations in all of the highways that we’re going to be building in the future. We’re going to build a economy that in fact is going to provide for the ability of us to take 4 million buildings and make sure that they in fact are weatherized in a way that in fact will they’ll emit significantly less gas and oil because the heat will not be going out. There’s so many things that we can do…"
"54min03sec","Biden","Gas and oil because the heat will not be going out. There’s so many things that we can do now to create thousands and thousands of jobs. We can get to net zero, in terms of energy production, by 2035. Not only not costing people jobs, creating jobs, creating millions of good-paying jobs. Not 15 bucks an hour, but prevailing wage, by having a new infrastructure that in fact, is green. And the first thing I will do, I will rejoin the Paris Accord. I will join the Paris Accord because with us out of it, look what’s happening. It’s all falling apart. And talk about someone who has no relationship with foreign policy. The rainforests of Brazil are being torn down, are being ripped down. More carbon is absorbed in that rainforest than every bit of carbon that’s emitted in the United States. Instead of doing something about that, I would be gathering up and making sure we had the countries of the world coming up with $20 billion, and say, “Here’s $20 billion. Stop tearing down the forest. And If you don’t, then you’re going to have significant economic consequences.”"
"55min11sec","Wallace","What about the argument that President Trump basically says, that you have to balance environmental interests and economic interests? And he’s drawn his line."
"55min21sec","Biden","Well, he hasn’t drawn a line. He wants to make sure that methane’s not a problem. You can now emit more methane without it being a problem. Methane. This is a guy who says that you don’t have to have mileage standards for automobiles that exist now. This is the guy who says that, the fact that-"
"55min39sec","Trump","Not true. Not true-"
"55min40sec","Biden","It’s all true. And here’s the deal-"
"55min42sec","Trump","He’s talking about the Green New Deal. And it’s not 2 billion [crosstalk 00:55:45] or 20 billion, as you said [crosstalk 00:55:46]. It’s $100 trillion."
"55min49sec","Biden","I’m talking about the Biden plan [crosstalk 00:55:51]-"
"55min50sec","Wallace","Let him go for a minute, and then you can go."
"55min52sec","Trump","And rebuild the building."
"55min53sec","Biden","President Donald J. Trump: (55:53)"
"55min53sec","Trump","It’s the dumbest-"
"55min54sec","Biden","That is not-"
"55min54sec","Trump","… most ridiculous [crosstalk 00:55:56] where two car systems are out-"
"55min59sec","Biden","Not true-"
"56min00sec","Trump","… where they want to take out the cows too."
"56min01sec","Biden","Not true."
"56min01sec","Trump","That’s not true either, right?"
"56min03sec","Biden","President Donald J. Trump: (56:04)"
"56min04sec","Trump","This is a 100 trillion-"
"56min06sec","Biden","Simply… Look-"
"56min06sec","Trump","That’s more money than our country could make in 100 years [crosstalk 00:02:10]-"
"56min09sec","Biden","That is simply not the case-"
"56min14sec","Wallace","All right. Let me [crosstalk 00:02:12]. Wait a minute, sir. I actually have studied your plan, and it includes upgrading 4 million buildings, weatherizing 2 million homes over four years, building one and a half million energy efficient homes. So the question becomes, the president is saying, I think some people who support the president would say, that sounds like it’s going to cost a lot of money and hurt the economy."
"56min38sec","Biden","What it’s going to do, it’s going to create thousands and millions of jobs. Good paying jobs [crosstalk 00:02:41]."
"56min42sec","Wallace","Let him finish, sir."
"56min43sec","Biden","He doesn’t know how to do that-"
"56min45sec","Trump","100 million dollars."
"56min46sec","Biden","The fact is, it’s going to create millions of good paying jobs, and these tax incentives for people to weatherize, which he wants to get rid of. It’s going to make the economy much safer. Look how much we’re paying now to deal with the hurricanes, deal with… By the way, he has an answer for hurricanes. He said, maybe we should drop a nuclear weapon on them, and they may-"
"57min05sec","Trump","I never said that at all-"
"57min06sec","Biden","Yeah, he did say that-"
"57min06sec","Trump","They made it up."
"57min08sec","Biden","And here’s the deal-"
"57min09sec","Trump","You make up a lot-"
"57min10sec","Biden","… we’re going to be in a position where we can create hard, hard, good jobs by making sure the environment is clean, and we all are in better shape. We spend billions of dollars now, billions of dollars, on floods, hurricanes, rising seas. We’re in real trouble. Look what’s happened just in the Midwest with these storms that come through and wipe out entire sections and counties in Iowa. They didn’t happen before. They’re because of global warming. We make up 15% of the world’s problem. But the rest of the world, we’ve got to get them to come along. That’s why we have to get back into the Paris Accord."
"57min52sec","Wallace","All right, gentlemen-"
"57min52sec","Trump","Wait a minute, Chris. So why didn’t he do it for 47 years? You were vice president-"
"57min56sec","Biden","For 47-"
"57min56sec","Trump","So why didn’t you get the world… China sends up real dirt into the air. Russia does. India does. They all do. We’re supposed to be good. And by the way, he made a couple of statements. The Green New Deal is a hundred trillion dollars."
"58min08sec","Biden","That is not my plan [crosstalk 00:58:10]. The Green New Deal [crosstalk 00:58:14] is not my plan. [crosstalk 00:58:15]-"
"58min15sec","Wallace","Gentlemen-"
"58min16sec","Trump","He made a statement about the military. He said I said something about the military. He and his friends made it up, and then they went with it. I never said it."
"58min23sec","Wallace","Okay. [crosstalk 00:58:24] Mr. Vice President-"
"58min28sec","Trump","He called the military stupid bastards."
"58min28sec","Biden","I did not say that-"
"58min31sec","Trump","He said it on tape. [crosstalk 00:58:32]-"
"58min31sec","Wallace","Please, sir. [crosstalk 00:58:33] Stop."
"58min34sec","Trump","I would never say that [crosstalk 00:58:35]-"
"58min35sec","Biden","Play it. Play it-"
"58min36sec","Wallace","Stop. Go ahead-"
"58min37sec","Trump","You’re on tape-"
"58min38sec","Wallace","Mr. Vice President answered his final question."
"58min41sec","Biden","The final question is, I can’t remember which of all his rantings [crosstalk 00:04:44]."
"58min44sec","Wallace","I’m having a little trouble myself, but…"
"58min47sec","Biden","Yeah."
"58min48sec","Wallace","And about the economy and about this question of what it’s going to cost."
"58min52sec","Biden","Chris Wallace: (58:53)"
"58min53sec","Wallace","The Green New Deal and the idea of what your environmental changes will do-"
"58min57sec","Biden","The Green New Deal will pay for itself as we move forward. We’re not going to build plants that, in fact, are great polluting plants-"
"59min05sec","Wallace","So, do you support the Green New Deal?"
"59min07sec","Biden","Pardon me?"
"59min08sec","Wallace","Do you support the-"
"59min08sec","Biden","No, I don’t support the Green New Deal."
"59min10sec","Trump","Oh, you don’t? Oh, well, that’s a big statement."
"59min12sec","Biden","I support [crosstalk 00:05:13]-"
"59min13sec","Trump","You just lost the radical left."
"59min15sec","Biden","I support [crosstalk 00:59:17] the Biden plan that I put forward."
"59min19sec","Wallace","Vice President Joe Biden: (59:19)"
"59min19sec","Biden","The Biden plan, which is different than what he calls the radical Green New Deal."
"59min24sec","Wallace","All right, gentlemen, final segment, election integrity. As we meet tonight, millions of Americans are receiving mail-in ballots or going to vote early. How confident should we be that this will be a fair election, and what are you prepared to do over the next five plus weeks? Because it will not only be to election day, but also counting some mail-in ballots after election day. What are you prepared to do to reassure the American people that the next president will be the legitimate winner of this election. In this final segment, Mr. Vice President, you go first."
"01min00min02sec","Biden","Prepare to let people vote. They should go to iwillvote.com, decide how they’re going to vote, when they’re going to vote, and what means by which they’re going to vote. His own Homeland Security director, and as well as the FBI director, says that there is no evidence at all that mail-in ballots are a source of being manipulated and cheating. They said that. The fact is that there are going to be millions of people because of COVID that are going to be voting by mail-in ballots like he does, by the way. He sits behind the Resolute Desk and sends his ballot to Florida, number one. Number two, we’re going to make sure that those people who want to vote in person are able to vote because there are enough poll watchers are there to make sure they can socially distance. The polls are open on time, and the polls stay open until the votes are counted. And this is all about trying to dissuade people from voting because he’s trying to scare people into thinking that it’s not going to be legitimate."
"01min00min55sec","Biden","Show up and vote. You will determine the outcome of this election. Vote, vote, vote. If you’re able to vote early in your state, vote early. If you’re able to vote in person, vote in person. Vote whatever way is the best way for you, because you will… He cannot stop you from being able to determine the outcome of this election. And in terms of whether or not… When the votes are counted and they’re all counted, that will be accepted. If I win, that will be accepted. If I lose, that’ll be accepted. But by the way, if in fact he says, he’s not sure what he’s going to accept. Well, let me tell you something, it doesn’t matter, because if we get the votes, it’s going to be all over. He’s going to go. He can’t stay in power. It won’t happen. It won’t happen, so vote. Just make sure you understand, you have it in your control to determine what this country is going to look like the next four years. Is it going to change, or are you going to get four more years of these lies?"
"01min01min52sec","Wallace","Mr. President, two minutes."
"01min01min53sec","Trump","So when I listen to Joe talking about a transition, there has been no transition from when I won. I won that election. And if you look at crooked Hillary Clinton, if you look at all of the different people, there was no transition, because they came after me trying to do a coup. They came after me spying on my campaign. They started from the day I won, and even before I won. From the day I came down the escalator with our first lady, they were a disaster. They were a disgrace to our country, and we’ve caught them. We’ve caught them all. We’ve got it all on tape. We’ve caught them all. And by the way, you gave the idea for the Logan Act against General Flynn. You better take a look at that, because we caught you in a sense, and President Obama was sitting in the office."
"01min02min35sec","Trump","He knew about it too. So don’t tell me about a free transition. As far as the ballots are concerned, it’s a disaster. A solicited ballot, okay, solicited, is okay. You’re soliciting. You’re asking. They send it back. You send it back. I did that. If you have an unsolicited… They’re sending millions of ballots all over the country. There’s fraud. They found them in creeks. They found some, just happened to have the name Trump just the other day in a wastepaper basket. They’re being sent all over the place. They sent two in a Democrat area. They sent out a thousand ballots. Everybody got two ballots. This is going to be a fraud like you’ve never seen. The other thing, it’s nice. On November 3rd, you’re watching, and you see who won the election. And I think we’re going to do well because people are really happy with the job we’ve done."
"01min03min22sec","Trump","But you know what? We won’t know. We might not know for months because these ballots are going to be all over. Take a look at what happened in Manhattan. Take a look at what happened in New Jersey. Take a look at what happened in Virginia and other places. They’re not losing 2%, 1%, which by the way is too much. An election could be won or lost with that. They’re losing 30 and 40%. It’s a fraud, and it’s a shame. And can you imagine where they say, “You have to have your ballot in by November 10th.” November 10th. That’s seven days after the election, in theory, should have been announced. We have major states [crosstalk 01:03:58] with that-"
"01min03min58sec","Wallace","Sir."
"01min03min58sec","Trump","… all run by Democrats-"
"01min03min59sec","Wallace","Two minutes is two minutes."
"01min04min00sec","Trump","All run by Democrats."
"01min04min02sec","Wallace","President Donald J. Trump: (01:04:02)"
"01min04min02sec","Trump","It’s a rigged election."
"01min04min04sec","Wallace","You’re going to be able to continue. You have been charging for months that mail-in balloting is going to be a disaster. You say it’s rigged [crosstalk 00:01:04:11], that it’s going to lead to fraud. But in 2018, in the last midterm election, 31 million people voted mail-in voting. That was more than a quarter of all the voters that year, cast their ballots by mail. Now that millions of mail-in ballots have gone out, what are you going to do about it? And are you counting on the Supreme Court, including a Justice Barrett, to settle any dispute?"
"01min04min38sec","Trump","Yeah. I think I’m counting on them to look at the ballots, definitely. I hope we don’t need them, in terms of the election itself. But for the ballots, I think so, because what’s happening is incredible. I read today where at least 1% of the ballots for 2016 were invalidated. They take them. We don’t like them. We don’t like them. They throw them out-"
"01min04min59sec","Wallace","But what are you going to do about it-"
"01min04min59sec","Trump","… left and right."
"01min05min00sec","Wallace","There are millions of ballots going out right now. What are you going to do-"
"01min05min02sec","Trump","What you do is you go and vote. You do a solicited ballot, and that’s okay-"
"01min05min05sec","Wallace","No. No. I know your complaint [crosstalk 01:05:05]. I’m asking you about the fact that millions of people have received-"
"01min05min08sec","Trump","You go and vote. You go and vote-"
"01min05min11sec","Wallace","No. But what I’m saying is [crosstalk 01:05:11], what are you going to do about the fact that millions of people-"
"01min05min14sec","Trump","You either do, Chris, a solicited ballot, where you’re sending it in, they’re sending it back and you’re sending. They have mailmen with lots of it. Did you see what’s going on? Take a look at West Virginia, mailman selling the ballots. They’re being sold. They’re being dumped in rivers. This is a horrible thing for our country."
"01min05min30sec","Biden","There is no [crosstalk 01:05:32]… There is no evidence of that-"
"01min05min33sec","Trump","This is not going to end well."
"01min05min34sec","Biden","There is no evidence of that-"
"01min05min34sec","Trump","This is not going to end well-"
"01min05min37sec","Wallace","Okay. Vice President Biden, in fact, go ahead, sir-"
"01min05min37sec","Biden","Five states have had mail-in ballots for the last decade or more. Five, including two Republican states. And you don’t have to solicit the ballot. It’s sent to you. It’s sent to your home. What they’re saying is that it has to be a postmark by election day. If it doesn’t get in until the seventh, eighth, ninth, it still should be counted. He’s just afraid of counting the votes-"
"01min06min03sec","Trump","You’re wrong. You’re wrong [crosstalk 01:06:04]. I love counting the votes [crosstalk 01:06:05]-"
"01min06min05sec","Wallace","I want to continue with you on this [crosstalk 01:06:06] Vice President Biden-"
"01min06min07sec","Trump","Chris, he’s so wrong when he makes a statement like that-"
"01min06min09sec","Wallace","No. Excuse me. Vice President Biden, the biggest problem, in fact, over the years with mail-in voting has not been fraud, historically. It has been that sizable numbers, sometimes hundreds of thousands of ballots are thrown out because they have not been properly filled out, or there is some other irregularity, or they missed [crosstalk 01:06:28] the deadline. So the question I have is, are you concerned that the Supreme Court with a Justice Barrett will settle any dispute?"
"01min06min36sec","Biden","I am concerned that any court would settle this, because here’s the deal. When you get a ballot and you fill it out, you’re supposed to have an affidavit. If you didn’t know, you have someone say that, this is me. You should be able to, if in fact you can verify that’s you before the ballot is thrown out, that’s sufficient to be able to count the ballot because someone made a mistake and not dotting the correct I. Who they voted for, testify, say who they voted for, say it’s you. That is totally legitimate."
"01min07min09sec","Wallace","President Donald J. Trump: (01:07:10)"
"01min07min10sec","Trump","Excuse me [crosstalk 01:07:11]-"
"01min07min12sec","Wallace","No. No. No. I have a final [crosstalk 00:13:12]. Gentlemen, I have a final question [crosstalk 01:07:14]-"
"01min07min15sec","Trump","You know it can’t be done. You know it can’t, and already, there’s been fraud [crosstalk 01:07:19]-"
"01min07min19sec","Biden","Mail service delivers [crosstalk 01:07:21] 185 million pieces of mail a day [crosstalk 01:07:24]-"
"01min07min24sec","Wallace","We can keep talking. In eight states, [crosstalk 01:07:27] election workers are prohibited, currently by law, eight states, from even beginning to process ballots, even take them out of the envelopes and flatten them until election day. That means that it’s likely, because there’s going to be a huge increase in mail-in balloting, that we are not going to know on election night who the winner is, that it could be days. It could be weeks-"
"01min07min50sec","Trump","Could be months-"
"01min07min50sec","Wallace","… until we find out who the new president is. First for you, sir. Finally, for the vice president, and I hope neither of you will interrupt the other. Will you urge your supporters to stay calm during this extended period, not to engage in any civil unrest? And will you pledge tonight that you will not declare victory until the election has been independently certified? President Trump, you go first-"
"01min08min16sec","Trump","I’m urging my supporters to go in to the polls and watch very carefully, because that’s what has to happen. I am urging them to do it. As you know, today there was a big problem. In Philadelphia, they went in to watch. They’re called poll watchers, a very safe, very nice thing. They were thrown out. They weren’t allowed to watch. You know why? Because bad things happen in Philadelphia. Bad things. And I am urging my people. I hope it’s going to be a fair election. If it’s a fair election-"
"01min08min44sec","Wallace","You’re urging them what?"
"01min08min45sec","Trump","… I am 100% on board. But if I see tens of thousands of ballots being manipulated, I can’t go along with that. And I’ll tell you why-"
"01min08min53sec","Wallace","What does that mean, not go along-"
"01min08min53sec","Trump","… from a common sense-"
"01min08min54sec","Wallace","Does that mean you’re going to tell your people-"
"01min08min55sec","Trump","I’ll tell you what it means-"
"01min08min55sec","Wallace","… to take to the streets?"
"01min08min56sec","Trump","It means you have a fraudulent election. You’re sending out 80 million ballots-"
"01min09min00sec","Wallace","And what would you do about that?"
"01min09min01sec","Trump","They’re not equipped… These people aren’t equipped to handle it, number one. Number two, they cheat. They cheat. Hey, they found ballots in a wastepaper basket three days ago, and they all had the name military ballots. There were military. They all had the name Trump on them."
"01min09min17sec","Wallace","Vice President Biden-"
"01min09min17sec","Trump","You think that’s good?"
"01min09min18sec","Wallace","Vice President Biden, final question for you. Will you urge your supporters to stay calm while the vote is counted? And will you pledge not to declare victory until the election is independently certified?"
"01min09min30sec","Biden","Yes. And here’s the deal. We count the ballots, as you pointed out. Some of these ballots in some states can’t even be opened until election day. And if there’s thousands of ballots, it’s going to take time to do it. And by the way, our military… They’ve been voting by ballots since the end of the Civil War, in effect. And that’s what’s going to happen. Why is it, for them, somehow not fraudulent. It’s the same process. It’s honest. No one has established at all that there is fraud related to mail-in ballots, that somehow it’s a fraudulent process."
"01min10min07sec","Trump","It’s already been established. Take a look at Carolyn Maloney’s race-"
"01min10min10sec","Wallace","I asked you. You had an opportunity to respond [crosstalk 01:10:13]. Go ahead [crosstalk 01:10:14]. Vice President Biden, go ahead."
"01min10min15sec","Biden","He has no idea what he’s talking about. Here’s the deal. The fact is, I will accept it, and he will too. You know why? Because once the winner is declared after all the ballots are counted, all the votes are counted, that’ll be the end of it. That’ll be the end of it. And if it’s me, in fact, fine. If it’s not me, I’ll support the outcome. And I’ll be a president, not just for the Democrats. I’ll be a president for Democrats and Republicans. And this guy-"
"01min10min41sec","Trump","I want to see an honest ballot cut-"
